SnapshotDate,ClinicID,ItemID,ItemName,Category,UnitCost,ChargePrice,UnitsOnHand,UnitsUsedMonth,UnitsWastedMonth,ReorderPoint,StockoutFlag,InventoryValue
2024-01-31,CL007,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,121,44,2,70,No,5566.0
2024-01-31,CL007,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,189,103,1,120,No,803.25
2024-01-31,CL007,IT009,Suture Pack,Surgical Supplies,7.5,32.0,97,59,3,75,No,727.5
2024-01-31,CL007,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,64,29,0,30,No,768.0
2024-01-31,CL007,IT011,Microchip,Preventive,11.0,55.0,57,86,3,80,No,627.0
2024-01-31,CL007,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,103,87,2,100,No,1648.0
2024-01-31,CL007,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,136,69,3,100,No,1292.0
2024-01-31,CL007,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,359,426,12,500,No,64.62
2024-01-31,CL007,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,453,650,11,500,No,54.36
2024-01-31,CL008,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,76,70,0,60,No,1406.0
2024-01-31,CL008,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,31,36,1,45,No,534.75
2024-01-31,CL008,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,112,45,2,70,No,3584.0
2024-01-31,CL008,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,94,56,2,50,No,2726.0
2024-01-31,CL008,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,74,78,2,100,No,1073.0
2024-01-31,CL008,IT006,CBC Cartridge,Diagnostics,38.0,95.0,39,64,0,80,No,1482.0
2024-01-31,CL008,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,89,38,1,70,No,4094.0
2024-01-31,CL008,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,170,171,1,120,No,722.5
2024-01-31,CL008,IT009,Suture Pack,Surgical Supplies,7.5,32.0,90,67,0,75,No,675.0
2024-01-31,CL008,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,7,33,0,30,No,84.0
2024-01-31,CL008,IT011,Microchip,Preventive,11.0,55.0,92,70,0,80,No,1012.0
2024-01-31,CL008,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,153,31,0,100,No,2448.0
2024-01-31,CL008,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,29,90,3,100,No,275.5
2024-01-31,CL008,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,882,420,12,500,No,158.76
2024-01-31,CL008,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,902,448,12,500,No,108.24
2024-01-31,CL009,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,55,67,0,60,No,1017.5
2024-01-31,CL009,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,92,42,0,45,No,1587.0
2024-01-31,CL009,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,113,115,1,70,No,3616.0
2024-01-31,CL009,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,46,33,1,50,No,1334.0
2024-01-31,CL009,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,129,128,2,100,No,1870.5
2024-01-31,CL009,IT006,CBC Cartridge,Diagnostics,38.0,95.0,96,65,1,80,No,3648.0
2024-01-31,CL009,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,134,70,0,70,No,6164.0
2024-01-31,CL009,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,143,113,0,120,No,607.75
2024-01-31,CL009,IT009,Suture Pack,Surgical Supplies,7.5,32.0,151,77,0,75,No,1132.5
2024-01-31,CL009,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,53,25,1,30,No,636.0
2024-01-31,CL009,IT011,Microchip,Preventive,11.0,55.0,182,76,1,80,No,2002.0
2024-01-31,CL009,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,167,101,2,100,No,2672.0
2024-01-31,CL009,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,228,55,1,100,No,2166.0
2024-01-31,CL009,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,501,400,14,500,No,90.18
2024-01-31,CL009,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,501,317,13,500,No,60.12
2024-01-31,CL010,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,106,48,0,60,No,1961.0
2024-01-31,CL010,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,59,49,1,45,No,1017.75
2024-01-31,CL010,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,30,82,0,70,No,960.0
2024-01-31,CL010,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,76,60,2,50,No,2204.0
2024-01-31,CL010,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,138,94,0,100,No,2001.0
2024-01-31,CL010,IT006,CBC Cartridge,Diagnostics,38.0,95.0,127,52,2,80,No,4826.0
2024-01-31,CL010,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,139,71,1,70,No,6394.0
2024-01-31,CL010,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,100,92,3,120,No,425.0
2024-01-31,CL010,IT009,Suture Pack,Surgical Supplies,7.5,32.0,104,63,1,75,No,780.0
2024-01-31,CL010,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,5,23,3,30,No,60.0
2024-01-31,CL010,IT011,Microchip,Preventive,11.0,55.0,183,79,0,80,No,2013.0
2024-01-31,CL010,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,122,98,3,100,No,1952.0
2024-01-31,CL010,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,110,96,5,100,No,1045.0
2024-01-31,CL010,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,268,475,13,500,No,48.24
2024-01-31,CL010,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,726,399,12,500,No,87.12
2024-01-31,CL011,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,81,65,1,60,No,1498.5
2024-01-31,CL011,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,57,33,0,45,No,983.25
2024-01-31,CL011,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,23,54,4,70,No,736.0
2024-01-31,CL011,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,68,35,0,50,No,1972.0
2024-01-31,CL011,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,152,106,0,100,No,2204.0
2024-01-31,CL011,IT006,CBC Cartridge,Diagnostics,38.0,95.0,135,97,0,80,No,5130.0
2024-01-31,CL011,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,135,62,3,70,No,6210.0
2024-01-31,CL011,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,258,84,6,120,No,1096.5
2024-01-31,CL011,IT009,Suture Pack,Surgical Supplies,7.5,32.0,115,61,3,75,No,862.5
2024-01-31,CL011,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,46,37,0,30,No,552.0
2024-01-31,CL011,IT011,Microchip,Preventive,11.0,55.0,79,79,3,80,No,869.0
2024-01-31,CL011,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,117,104,1,100,No,1872.0
2024-01-31,CL011,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,88,79,3,100,No,836.0
2024-01-31,CL011,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,662,476,10,500,No,119.16
2024-01-31,CL011,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,495,454,12,500,No,59.4
2024-01-31,CL012,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,91,62,3,60,No,1683.5
2024-01-31,CL012,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,54,25,1,45,No,931.5
2024-01-31,CL012,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,162,48,3,70,No,5184.0
2024-01-31,CL012,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,92,37,0,50,No,2668.0
2024-01-31,CL012,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,117,100,0,100,No,1696.5
2024-01-31,CL012,IT006,CBC Cartridge,Diagnostics,38.0,95.0,136,69,0,80,No,5168.0
2024-01-31,CL012,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,123,47,0,70,No,5658.0
2024-01-31,CL012,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,137,65,1,120,No,582.25
2024-01-31,CL012,IT009,Suture Pack,Surgical Supplies,7.5,32.0,108,86,2,75,No,810.0
2024-01-31,CL012,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,35,26,2,30,No,420.0
2024-01-31,CL012,IT011,Microchip,Preventive,11.0,55.0,61,95,0,80,No,671.0
2024-01-31,CL012,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,96,70,1,100,No,1536.0
2024-01-31,CL012,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,160,110,4,100,No,1520.0
2024-01-31,CL012,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,793,469,13,500,No,142.74
2024-01-31,CL012,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,525,753,9,500,No,63.0
2024-02-29,CL001,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,30,78,0,60,No,555.0
2024-02-29,CL001,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,88,57,3,45,No,1518.0
2024-02-29,CL001,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,118,29,1,70,No,3776.0
2024-02-29,CL001,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,20,35,2,50,No,580.0
2024-02-29,CL001,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,132,97,0,100,No,1914.0
2024-02-29,CL001,IT006,CBC Cartridge,Diagnostics,38.0,95.0,127,95,2,80,No,4826.0
2024-02-29,CL001,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,113,52,2,70,No,5198.0
2024-02-29,CL001,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,151,135,4,120,No,641.75
2024-02-29,CL001,IT009,Suture Pack,Surgical Supplies,7.5,32.0,65,58,4,75,No,487.5
2024-02-29,CL001,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,72,38,1,30,No,864.0
2024-02-29,CL001,IT011,Microchip,Preventive,11.0,55.0,184,64,0,80,No,2024.0
2024-02-29,CL001,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,67,79,0,100,No,1072.0
2024-02-29,CL001,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,122,119,0,100,No,1159.0
2024-02-29,CL001,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,678,560,12,500,No,122.04
2024-02-29,CL001,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,249,515,12,500,No,29.88
2024-02-29,CL002,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,71,33,3,60,No,1313.5
2024-02-29,CL002,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,48,55,1,45,No,828.0
2024-02-29,CL002,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,16,57,2,70,No,512.0
2024-02-29,CL002,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,78,39,0,50,No,2262.0
2024-02-29,CL002,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,119,51,1,100,No,1725.5
2024-02-29,CL002,IT006,CBC Cartridge,Diagnostics,38.0,95.0,123,66,0,80,No,4674.0
2024-02-29,CL002,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,46,63,1,70,No,2116.0
2024-02-29,CL002,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,205,67,3,120,No,871.25
2024-02-29,CL002,IT009,Suture Pack,Surgical Supplies,7.5,32.0,129,98,3,75,No,967.5
2024-02-29,CL002,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,50,20,1,30,No,600.0
2024-02-29,CL002,IT011,Microchip,Preventive,11.0,55.0,116,77,3,80,No,1276.0
2024-02-29,CL002,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,217,95,4,100,No,3472.0
2024-02-29,CL002,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,137,131,2,100,No,1301.5
2024-02-29,CL002,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,418,476,10,500,No,75.24
2024-02-29,CL002,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,1015,452,13,500,No,121.8
2024-02-29,CL003,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,67,54,0,60,No,1239.5
2024-02-29,CL003,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,30,38,1,45,No,517.5
2024-02-29,CL003,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,122,60,2,70,No,3904.0
2024-02-29,CL003,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,75,40,2,50,No,2175.0
2024-02-29,CL003,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,90,83,2,100,No,1305.0
2024-02-29,CL003,IT006,CBC Cartridge,Diagnostics,38.0,95.0,136,79,0,80,No,5168.0
2024-02-29,CL003,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,121,97,0,70,No,5566.0
2024-02-29,CL003,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,212,81,0,120,No,901.0
2024-02-29,CL003,IT009,Suture Pack,Surgical Supplies,7.5,32.0,112,36,1,75,No,840.0
2024-02-29,CL003,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,51,21,4,30,No,612.0
2024-02-29,CL003,IT011,Microchip,Preventive,11.0,55.0,102,70,0,80,No,1122.0
2024-02-29,CL003,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,78,88,2,100,No,1248.0
2024-02-29,CL003,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,117,90,2,100,No,1111.5
2024-02-29,CL003,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,790,690,13,500,No,142.2
2024-02-29,CL003,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,399,261,12,500,No,47.88
2024-02-29,CL004,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,94,50,3,60,No,1739.0
2024-02-29,CL004,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,15,34,2,45,No,258.75
2024-02-29,CL004,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,87,59,0,70,No,2784.0
2024-02-29,CL004,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,61,22,0,50,No,1769.0
2024-02-29,CL004,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,209,50,1,100,No,3030.5
2024-02-29,CL004,IT006,CBC Cartridge,Diagnostics,38.0,95.0,148,79,0,80,No,5624.0
2024-02-29,CL004,IT007,Chemistry Panel Cartridge,Diagnostics,46.0,115.0,92,57,1,70,No,4232.0
2024-02-29,CL004,IT008,IV Fluid Bag 1L,Medical Supplies,4.25,28.0,200,102,2,120,No,850.0
2024-02-29,CL004,IT009,Suture Pack,Surgical Supplies,7.5,32.0,87,61,0,75,No,652.5
2024-02-29,CL004,IT010,Surgical Gloves Box,Surgical Supplies,12.0,0.0,44,24,0,30,No,528.0
2024-02-29,CL004,IT011,Microchip,Preventive,11.0,55.0,119,69,1,80,No,1309.0
2024-02-29,CL004,IT012,Flea/Tick Preventive Dose,Pharmacy,16.0,39.0,167,125,1,100,No,2672.0
2024-02-29,CL004,IT013,Heartworm Preventive Dose,Pharmacy,9.5,28.0,131,121,2,100,No,1244.5
2024-02-29,CL004,IT014,Amoxicillin 100mg,Pharmacy,0.18,0.75,808,515,11,500,No,145.44
2024-02-29,CL004,IT015,Prednisone 20mg,Pharmacy,0.12,0.55,905,412,12,500,No,108.6
2024-02-29,CL005,IT001,Canine Rabies Vaccine,Vaccines,18.5,35.0,42,42,0,60,No,777.0
2024-02-29,CL005,IT002,Feline Rabies Vaccine,Vaccines,17.25,35.0,82,37,0,45,No,1414.5
2024-02-29,CL005,IT003,Canine DHPP Vaccine,Vaccines,32.0,62.0,87,89,2,70,No,2784.0
2024-02-29,CL005,IT004,Feline FVRCP Vaccine,Vaccines,29.0,58.0,66,47,2,50,No,1914.0
2024-02-29,CL005,IT005,Heartworm Test Kit,Diagnostics,14.5,48.0,122,80,1,100,No,1769.0
2024-02-29,CL005,IT006,CBC Cartridge,Diagnostics,38.0,95.0,116,102,2,80,No,4408.0
